2017,04,10,8:00,8:15,麻酔科 症例検討,北大病院3階・手術部麻酔科医師控室(集合)
2017,04,10,8:15,17:00,麻酔科 手術麻酔実習・オリエンテーション,(場所不明)
2017,04,10,17:00,19:00,麻酔科 麻酔前回診,(場所不明)
2017,04,11,7:45,8:00,麻酔科 麻酔準備,北大病院3階・手術部麻酔科医師控室(集合)
2017,04,11,8:00,8:15,麻酔科 症例検討,(場所不明)
2017,04,11,8:15,17:00,麻酔科 手術麻酔実習,(場所不明)
2017,04,11,17:00,19:00,麻酔科 麻酔前・後回診,(場所不明)
2017,04,12,7:45,8:00,麻酔科 学習会,北大病院3階・手術部麻酔科医師控室(集合)
2017,04,12,8:00,8:15,麻酔科 症例検討,(場所不明)
2017,04,12,8:15,17:00,麻酔科 手術麻酔実習,(場所不明)
2017,04,12,17:00,19:00,麻酔科 麻酔前・後回診,(場所不明)
2017,04,13,7:45,8:00,麻酔科 麻酔準備,北大病院3階・手術部麻酔科医師控室(集合)
2017,04,13,8:00,8:15,麻酔科 症例検討,(場所不明)
2017,04,13,8:15,17:00,麻酔科 手術麻酔実習,(場所不明)
2017,04,13,17:00,19:00,麻酔科 麻酔前・後回診,(場所不明)
2017,04,14,7:45,8:00,麻酔科 麻酔準備,北大病院3階・手術部麻酔科医師控室(集合)
2017,04,14,8:00,8:15,麻酔科 症例検討,(場所不明)
2017,04,14,8:15,15:00,麻酔科 手術麻酔実習・レポート作成,(場所不明)
2017,04,14,15:00,17:00,麻酔科 まとめ・レポート提出,(場所不明)
2017,04,17,9:00,9:30,病理診断科 オリエンテーション,中央診療棟3階　病理部CR(集合)
2017,04,17,9:30,12:00,病理診断科 診断検討会参加(時間未定),
2017,04,17,13:30,14:30,病理診断科 セミナー/ミニレクチャー,
2017,04,17,14:30,15:30,病理診断科 担当症例決定,
2017,04,17,15:30,17:00,病理診断科 切り出し(時間未定),
2017,04,18,8:00,17:00,病理診断科 レポート作成(時間未定),
2017,04,19,9:30,12:00,病理診断科 診断検討会参加(時間未定),
2017,04,19,13:00,14:00,病理診断科 細胞検討会参加,
2017,04,19,14:00,17:00,病理診断科 セミナー(時間未定),
2017,04,20,8:00,17:00,病理診断科 レポート作成(時間未定),
2017,04,21,8:30,9:00,病理診断科 抄読会,
2017,04,21,9:00,13:00,病理診断科 担当相列担当症例をプレゼンテーション(時間未定),
2017,04,24,9:00,10:00,脳神経外科 オリエンテーション,臨床研究棟3階 脳神経外科教室(医局)(集合)
2017,04,24,10:00,12:00,脳神経外科 手術実習,
2017,04,24,13:00,16:00,脳神経外科 手術実習,
2017,04,24,16:30,17:00,脳神経外科 NRC神経放射線カンファレンス,
2017,04,25,8:00,11:00,脳神経外科 臨床講義　脊髄疾患・脳腫瘍,臨床研究棟3階 脳神経外科教室(医局)(集合)
2017,04,25,13:00,15:30,脳神経外科 症例のデータまとめ,
2017,04,25,15:30,17:00,脳神経外科 手術ビデオカンファレンス,
2017,04,25,17:15,18:30,脳神経外科 イブニング・セミナー,
2017,04,25,17:15,17:30,脳神経外科 新薬説明会,
2017,04,26,9:00,18:00,脳神経外科 手術実習(時間未定),手術室(集合)
2017,04,27,9:00,10:30,脳神経外科 脳卒中講義,臨床研究棟3階 脳神経外科教室(医局)(集合)
2017,04,27,10:30,12:00,脳神経外科 臨床講義,
2017,04,27,13:00,16:00,脳神経外科 顕微業手術練習,医局
2017,04,27,16:00,18:00,脳神経外科 総回診(時間未定),
2017,04,28,9:00,13:00,脳神経外科 手術実習(時間未定),手術室(集合)
2017,04,28,14:00,16:00,脳神経外科 レポート報告会,医局
