1,月,8:45,9:00,オリエンテーション(様式)学生実習室(病棟12階),学生実習室(病棟12階)
1,月,9:00,10:00,チーム回診,病棟(12階)
1,月,10:00,12:00,病棟実習,病棟(12階)
1,月,13:00,15:00,病棟実習,病棟(12階)
1,月,15:00,16:00,心電図実習,学生実習室(病棟12階)
1,月,16:00,17:00,病棟実習,病棟(12階)
1,火,8:00,9:00,症例検討会(CC)、学生解説(時間未定),病棟CR
1,火,10:00,12:00,総回診(時間未定),病棟(12階)
1,火,12:30,13:00,薬品説明会(出席任意),循環器内科医局IT室(医学部東南棟4階)
1,火,13:00,14:30,病棟実習,病棟(12階)
1,火,14:30,15:30,心不全カンファレンス,病棟CR
1,火,15:30,16:30,心カテカンファレンス,病棟CR
1,火,16:30,17:00,病棟実習,病棟(12階)
1,水,9:00,9:30,チーム回診,病棟(12階)
1,水,9:30,12:00,心臓カテーテル見学・講義,放射線部AOT室(病棟1階)
1,水,13:00,15:30,病棟実習,病棟(12階)
1,水,15:30,17:30,心エコー見学,心エコー室(中央診療棟2階)
1,木,9:00,9:30,チーム回診,病棟(12階)
1,木,9:30,10:30,病棟実習,病棟(12階)
1,木,10:30,12:00,血液生化学検査,臨床研究センターセミナー室または教員室(旧歯学部D棟2階)
1,木,13:00,14:00,病棟実習,病棟(12階)
1,木,14:00,15:00,心不全・運動負荷・心臓リハビリ,学生実習室(病棟12階)
1,木,15:00,17:00,病棟実習,病棟(12階)
1,金,9:00,10:00,チーム回診,病棟(12階)
1,金,10:00,12:00,病棟実習,病棟(12階)
1,金,13:00,14:00,画像診断(核医学・CT・MRI),学生実習室(病棟12階)
1,金,14:00,18:00,病棟実習,病棟(12階)
2,月,9:00,10:30,チーム回診,病棟(12階)
2,月,10:30,12:00,病棟実習,病棟(12階)
2,月,13:00,16:00,病棟実習,病棟(12階)
2,月,16:00,17:00,不整脈カンファレンス(時間未定),病棟CR
2,火,8:00,9:00,症例検討会(CC)、学生解説(時間未定),病棟CR
2,火,10:00,12:00,総回診(時間未定),病棟(12階)
2,火,12:30,13:00,薬品説明会(出席任意),循環器内科医局IT室(医学部東南棟4階)
2,火,13:30,14:30,病棟実習,病棟(12階)
2,火,14:30,15:30,心不全カンファレンス,病棟CR
2,火,15:30,16:30,心カテカンファレンス,病棟CR
2,火,16:30,17:00,病棟実習,病棟(12階)
2,水,9:00,9:30,チーム回診,病棟(12階)
2,水,9:30,12:00,病棟実習,病棟(12階)
2,水,13:00,15:00,病棟実習,病棟(12階)
2,水,15:00,16:30,心電図診断,学生実習室(病棟12階)
2,水,16:30,17:30,心エコー実技,病棟(12階)
2,木,9:00,10:00,チーム回診,病棟(12階)
2,木,10:00,12:00,病棟実習,病棟(12階)
2,木,13:00,17:00,病棟実習,病棟(12階)
2,金,9:00,10:30,症例セミナー,学生実習室(病棟12階)
2,金,10:30,12:00,病棟実習,病棟(12階)
2,金,13:00,17:00,病棟実習,病棟(12階)
