1,月,8:00,8:25,産科 ,4の1産科病棟(集合)
1,月,8:25,17:00,産科 病棟診療と外来診療(時間未定),
1,月,17:30,19:00,産科 産科婦人科共同カンファレンス(時間未定),
1,火,8:20,17:00,産科 手術・外来,
1,水,8:40,17:00,産科 病棟診療と外来診療(時間未定),
1,水,17:30,19:00,産科 産科婦人科共同カンファレンス(時間未定),
1,木,8:00,17:00,産科 産科婦人科教員によるミニレクチャー(月・水のカンファレンス時に予定発表)(時間未定),
1,金,8:30,17:00,産科 手術・病棟・ミニレクチャー,
1,月,8:00,8:00,婦人科 ,10分の1婦人科病棟CR
1,月,8:00,17:00,婦人科 モーニングカンファレンス、病棟診療と外来診療,
1,月,17:30,19:00,婦人科 産科婦人科共同カンファレンス(時間未定),
1,火,8:20,17:00,婦人科 手術(時間未定),
1,水,8:00,12:00,婦人科 モーニングカンファレンス、病棟診療と外来診療(時間未定),
1,水,13:00,17:00,婦人科 婦人科セミナー,
1,木,8:30,12:00,婦人科 婦人科実習茶話会(時間未定),
1,木,8:00,17:00,婦人科 産科婦人科教員によるミニレクチャー(月・水のカンファレンス時に予定発表)(時間未定),
1,金,8:20,17:00,婦人科 手術・実習のまとめ(時間未定),医局
2,月,8:00,8:25,産科 ,4の1産科病棟(集合)
2,月,8:25,17:00,産科 病棟診療と外来診療(時間未定),
2,月,17:30,19:00,産科 産科婦人科共同カンファレンス(時間未定),
2,火,8:20,17:00,産科 手術・外来,
2,水,8:40,17:00,産科 病棟診療と外来診療(時間未定),
2,水,17:30,19:00,産科 産科婦人科共同カンファレンス(時間未定),
2,木,8:00,17:00,産科 産科婦人科教員によるミニレクチャー(月・水のカンファレンス時に予定発表)(時間未定),
2,金,8:30,17:00,産科 手術・病棟・ミニレクチャー,
2,月,8:00,8:00,婦人科 ,10分の1婦人科病棟CR
2,月,8:00,17:00,婦人科 モーニングカンファレンス、病棟診療と外来診療,
2,月,17:30,19:00,婦人科 産科婦人科共同カンファレンス(時間未定),
2,火,8:20,17:00,婦人科 手術(時間未定),
2,水,8:00,12:00,婦人科 モーニングカンファレンス、病棟診療と外来診療(時間未定),
2,水,13:00,17:00,婦人科 婦人科セミナー,
2,木,8:30,12:00,婦人科 婦人科実習茶話会(時間未定),
2,木,8:00,17:00,婦人科 産科婦人科教員によるミニレクチャー(月・水のカンファレンス時に予定発表)(時間未定),
2,金,8:20,17:00,婦人科 手術・実習のまとめ(時間未定),医局
