1,月,8:00,8:15,症例検討,北大病院3階・手術部麻酔科医師控室(集合)
1,月,8:15,17:00,手術麻酔実習・オリエンテーション,(場所不明)
1,月,17:00,19:00,麻酔前回診,(場所不明)
1,火,7:45,8:00,麻酔準備,北大病院3階・手術部麻酔科医師控室(集合)
1,火,8:00,8:15,症例検討,(場所不明)
1,火,8:15,17:00,手術麻酔実習,(場所不明)
1,火,17:00,19:00,麻酔前・後回診,(場所不明)
1,水,7:45,8:00,学習会,北大病院3階・手術部麻酔科医師控室(集合)
1,水,8:00,8:15,症例検討,(場所不明)
1,水,8:15,17:00,手術麻酔実習,(場所不明)
1,水,17:00,19:00,麻酔前・後回診,(場所不明)
1,木,7:45,8:00,麻酔準備,北大病院3階・手術部麻酔科医師控室(集合)
1,木,8:00,8:15,症例検討,(場所不明)
1,木,8:15,17:00,手術麻酔実習,(場所不明)
1,木,17:00,19:00,麻酔前・後回診,(場所不明)
1,金,7:45,8:00,麻酔準備,北大病院3階・手術部麻酔科医師控室(集合)
1,金,8:00,8:15,症例検討,(場所不明)
1,金,8:15,15:00,手術麻酔実習・レポート作成,(場所不明)
1,金,15:00,17:00,まとめ・レポート提出,(場所不明)
