1,月,8:15,8:30,オリエンテーション,耳鼻咽喉科医局カンファレンス室(集合)
1,月,8:30,12:00,手術見学(時間未定),手術室
1,月,13:00,17:00,手術見学(時間未定),手術室
1,火,10:00,12:00,診察法(時間未定),耳鼻咽喉科病棟(9階)(集合)
1,火,14:00,15:30,音声・嚥下,外来
1,火,15:30,17:00,総回診(時間未定),病棟
1,水,9:30,12:00,気管切開(時間未定),医局CR(集合)
1,水,14:00,17:00,アレルギー(時間未定),外来
1,木,7:30,8:30,術前検討・術後プレゼン,医局CR(集合)
1,木,8:30,12:00,手術見学(時間未定),手術室
1,木,13:00,17:00,手術見学(時間未定),手術室
1,金,9:00,12:00,症例検討(時間未定),耳鼻咽喉科病棟(9階)(集合)
1,金,10:30,17:00,エコー(時間未定),病棟
2,月,8:15,8:30,,耳鼻咽喉科医局カンファレンス室(集合)
2,月,8:30,12:00,手術見学(時間未定),手術室
2,月,13:00,17:00,手術見学(時間未定),手術室
2,火,10:00,12:00,院外実習(時間未定),耳鼻咽喉科病棟(9階)(集合)
2,火,14:00,15:30,聴覚,外来
2,火,15:30,17:00,総回診(時間未定),病棟
2,水,9:00,12:00,外来実習(時間未定),外来(集合)
2,水,14:00,17:00,前庭(時間未定),外来
2,木,7:30,8:30,術前検討・術後プレゼン,医局CR(集合)
2,木,8:30,12:00,手術見学(時間未定),手術室
2,木,13:00,17:00,手術見学(時間未定),手術室
2,金,9:00,11:00,症例検討と論文抄読(時間未定),耳鼻咽喉科病棟(9階)(集合)
2,金,11:00,17:00,まとめ(時間未定),医局CR
